file,repetitiveCodeLines,DeadCodesAfterReturn,MultipleReturnStatementsInFunction,LongStatements,MultipleSameFunctionNames,LongClassOrMethod,LongLoopBlocks,LongConditionalBlocks,LongParameterList
./Repositories/voltaML-main/voltaml/trt_infer.py,0,2,1,0,0,2,0,0,0
./Repositories/voltaML-main/voltaml/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2018/day15.py,0,0,3,0,0,2,0,0,1
./Repositories/advent-of-code-master/py/2018/day15_astar.py,0,0,1,0,0,1,0,0,0
./Repositories/advent-of-code-master/py/2018/day15_visualizer.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day01.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day02.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day03.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day04.py,9,0,2,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day05.py,7,0,1,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day06.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day07.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day08.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day08_improved.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day09.py,0,0,1,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day10.py,4,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day11.py,10,0,2,0,1,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day11_visualizer.py,0,0,1,1,0,1,0,0,0
./Repositories/advent-of-code-master/py/2021/day12.py,4,0,4,0,1,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day13.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day14.py,1,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day15.py,4,0,0,1,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day15_visualizer.py,0,0,1,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day16.py,12,0,4,0,0,2,0,0,0
./Repositories/advent-of-code-master/py/2021/day16_improved.py,0,0,1,0,0,1,0,0,0
./Repositories/advent-of-code-master/py/2021/day17.py,4,0,1,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day18.py,0,0,5,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day19.py,0,0,0,2,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day19_improved.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day20.py,2,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day21.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day22.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day22_improved.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day23.py,0,0,2,0,0,0,0,0,1
./Repositories/advent-of-code-master/py/2021/day24.py,3,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day25.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2022/day01.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2022/day02.py,1,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2022/day03.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2022/day04.py,3,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/evaluation_scripts/compute_lfd_feat/compute_lfd_feat_multiprocess.py,0,0,2,0,0,0,0,1,0
./Repositories/GET3D-master/evaluation_scripts/compute_lfd_feat/lfd_me.py,0,0,0,0,0,2,0,0,1
./Repositories/GET3D-master/evaluation_scripts/lfd_all_compute/lfd.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/evaluation_scripts/load_data/interface.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/evaluation_scripts/load_data/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/torch_utils/ops/bias_act.py,3,0,2,0,0,1,0,0,3
./Repositories/GET3D-master/torch_utils/ops/conv2d_gradfix.py,0,0,7,0,2,1,0,0,3
./Repositories/GET3D-master/torch_utils/ops/conv2d_resample.py,1,0,1,0,0,1,0,1,2
./Repositories/GET3D-master/torch_utils/ops/filtered_lrelu.py,3,0,3,3,0,3,0,1,3
./Repositories/GET3D-master/torch_utils/ops/fma.py,0,0,0,1,0,0,0,0,0
./Repositories/GET3D-master/torch_utils/ops/grid_sample_gradfix.py,0,0,1,0,2,0,0,0,0
./Repositories/GET3D-master/torch_utils/ops/upfirdn2d.py,15,0,3,0,0,4,0,0,7
./Repositories/GET3D-master/torch_utils/ops/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/training/utils/ops.py,0,0,0,0,0,1,0,0,0
./Repositories/GET3D-master/training/utils/utils_3d.py,2,0,0,0,0,0,0,1,1
./Repositories/GET3D-master/training/utils/utils_tet.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/training/utils/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/camera/perspective_camera.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/camera/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/render/neural_render.py,0,1,0,1,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/render/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/rep_3d/dmtet.py,21,0,0,1,0,4,0,1,5
./Repositories/GET3D-master/uni_rep/rep_3d/dmtet_utils.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/rep_3d/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/android_attack.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/email_verifier.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/hash_crack.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/homograph_attacks.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/mix_tools.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/payload_injection.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/socialmedia.py,2,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/socialmedia_finder.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/web_crawling.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/wifi_jamming.py,0,0,0,1,0,0,0,0,0
./Repositories/public-apis-master/scripts/tests/test_validate_format.py,30,0,0,0,0,1,0,0,0
./Repositories/public-apis-master/scripts/tests/test_validate_links.py,2,0,0,0,0,1,0,0,0
./Repositories/public-apis-master/scripts/tests/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/public-apis-master/scripts/validate/format.py,0,0,0,0,0,1,0,1,0
./Repositories/public-apis-master/scripts/validate/links.py,0,2,4,0,0,2,0,1,0
./Repositories/public-apis-master/scripts/validate/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/common.py,6,4,3,1,2,7,0,2,11
./Repositories/voltaML-main/voltaml/models/experimental.py,0,0,1,0,1,0,0,0,2
./Repositories/voltaML-main/voltaml/models/export.py,6,0,1,0,0,2,0,2,5
./Repositories/voltaML-main/voltaml/models/tf.py,6,2,1,2,2,1,0,1,8
./Repositories/voltaML-main/voltaml/models/yolo.py,0,0,1,1,0,1,0,1,2
./Repositories/voltaML-main/voltaml/models/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/convert.py,6,0,2,0,0,1,0,3,0
./Repositories/voltaML-main/voltaml/transformer/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/activations.py,0,1,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/augmentations.py,0,1,1,2,0,0,0,4,1
./Repositories/voltaML-main/voltaml/utils/autoanchor.py,0,0,1,0,0,1,0,0,1
./Repositories/voltaML-main/voltaml/utils/autobatch.py,0,0,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/benchmarks.py,13,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/callbacks.py,0,0,0,0,0,1,0,0,0
./Repositories/voltaML-main/voltaml/utils/dataloaders.py,8,2,4,5,4,9,0,9,4
./Repositories/voltaML-main/voltaml/utils/datasets.py,8,2,4,5,4,9,0,9,4
./Repositories/voltaML-main/voltaml/utils/detect.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/downloads.py,0,1,2,0,0,0,0,1,1
./Repositories/voltaML-main/voltaml/utils/general.py,1,2,11,5,3,2,0,3,7
./Repositories/voltaML-main/voltaml/utils/loss.py,9,1,2,0,1,2,0,2,0
./Repositories/voltaML-main/voltaml/utils/metrics.py,5,0,1,1,0,2,0,1,4
./Repositories/voltaML-main/voltaml/utils/plots.py,0,1,3,0,1,3,0,5,7
./Repositories/voltaML-main/voltaml/utils/torch_utils.py,0,0,1,0,1,1,0,0,2
./Repositories/voltaML-main/voltaml/utils/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/__main__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/backends/onnx_utils.py,0,0,0,0,0,2,0,1,0
./Repositories/voltaML-main/voltaml/transformer/backends/ort_utils.py,2,0,0,3,0,1,0,0,0
./Repositories/voltaML-main/voltaml/transformer/backends/pytorch_utils.py,3,0,0,0,0,0,0,1,0
./Repositories/voltaML-main/voltaml/transformer/backends/st_utils.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/backends/trt_utils.py,5,0,1,1,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/backends/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/benchmarks/utils.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/benchmarks/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/ast_operator_patch.py,5,2,0,0,2,0,0,0,1
./Repositories/voltaML-main/voltaml/transformer/QDQModels/ast_utils.py,0,0,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/calibration_utils.py,0,0,0,0,0,1,0,1,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/patch.py,3,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQAlbert.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQBert.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQDeberta.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQDistilbert.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQElectra.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/QDQRoberta.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/QDQModels/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/configuration.py,0,0,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/configuration_decoder.py,2,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/configuration_encoder.py,5,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/configuration_question_answering.py,2,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/configuration_token_classifier.py,2,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/triton/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/args.py,0,0,0,0,0,1,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/fastseq.py,0,0,0,0,0,0,0,0,1
./Repositories/voltaML-main/voltaml/transformer/utils/generative_model.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/python_tokenizer.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/question_answering.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/token_classifier.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/utils/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/aws/resume.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/aws/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/flask_rest_api/example_request.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/flask_rest_api/restapi.py,0,0,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/loggers/__init__.py,0,0,0,0,0,2,0,1,6
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/anchor_generator.py,0,0,1,0,0,1,0,1,1
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/assigner_utils.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/atss_assigner.py,0,0,0,0,0,1,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/iou2d_calculator.py,0,0,3,0,0,1,0,1,2
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/tal_assigner.py,1,0,0,0,0,1,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/assigners/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/core/engine.py,1,0,2,0,0,4,0,3,4
./Repositories/voltaML-main/voltaml/models/yolov6/core/evaler.py,5,0,2,2,1,4,0,5,4
./Repositories/voltaML-main/voltaml/models/yolov6/core/inferer.py,0,1,4,1,1,3,0,2,3
./Repositories/voltaML-main/voltaml/models/yolov6/data/datasets.py,2,0,3,0,1,4,0,8,0
./Repositories/voltaML-main/voltaml/models/yolov6/data/data_augment.py,0,0,1,3,0,1,0,2,3
./Repositories/voltaML-main/voltaml/models/yolov6/data/data_load.py,1,0,0,0,2,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/data/vis_dataset.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/data/voc2yolo.py,0,0,0,1,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/layers/common.py,14,0,6,0,3,1,0,0,8
./Repositories/voltaML-main/voltaml/models/yolov6/layers/dbb_transforms.py,0,0,0,0,0,0,0,0,1
./Repositories/voltaML-main/voltaml/models/yolov6/models/efficientrep.py,42,0,0,0,0,2,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/models/effidehead.py,19,0,2,0,0,4,0,1,0
./Repositories/voltaML-main/voltaml/models/yolov6/models/end2end.py,31,0,0,0,2,1,0,0,5
./Repositories/voltaML-main/voltaml/models/yolov6/models/loss.py,0,0,0,0,1,1,0,1,2
./Repositories/voltaML-main/voltaml/models/yolov6/models/loss_distill.py,1,0,0,0,1,2,0,2,3
./Repositories/voltaML-main/voltaml/models/yolov6/models/reppan.py,7,0,0,0,1,2,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/models/yolo.py,6,0,0,0,0,1,0,1,1
./Repositories/voltaML-main/voltaml/models/yolov6/models/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/solver/build.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/checkpoint.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/config.py,0,0,0,0,1,1,0,1,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/ema.py,0,0,0,0,0,0,0,0,1
./Repositories/voltaML-main/voltaml/models/yolov6/utils/envs.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/events.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/figure_iou.py,0,0,0,0,0,2,0,0,1
./Repositories/voltaML-main/voltaml/models/yolov6/utils/general.py,0,0,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/metrics.py,5,1,1,0,1,2,0,0,3
./Repositories/voltaML-main/voltaml/models/yolov6/utils/nms.py,0,0,0,2,0,1,0,0,1
./Repositories/voltaML-main/voltaml/models/yolov6/utils/RepOptimizer.py,1,0,0,1,0,1,0,1,0
./Repositories/voltaML-main/voltaml/models/yolov6/utils/torch_utils.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/loggers/wandb/log_dataset.py,0,1,0,0,0,0,0,1,0
./Repositories/voltaML-main/voltaml/utils/loggers/wandb/sweep.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/loggers/wandb/wandb_utils.py,5,0,7,0,0,5,0,7,4
